total_spent_usd,,Sample size:,50,,bootstrap_sample,boot_mean,boot_median,,iteration,boot_mean,boot_median,,,
,,,,,,,,,596,234.601,242.62,,,
,,,,,,,,,597,232.3638,220.76,,,
,,,,,,,,,598,244.9802,237.13,,,
,,,,,,,,,599,245.3754,243.065,,,
,,,,,,,,,600,232.4108,219.56,,,
,,,,,,,,,601,231.0094,226.755,,,
,,,,,,,,,602,235.5008,227.96,,,
,,,,,,,,,603,248.0038,250.73,,,
,,,,,,,,,604,223.9464,226.87,,,
,,,,,,,,,605,237.0368,231.795,,,
,,,,,,,,,606,229.597,223.7,,,
,,,,,,,,,607,235.6968,236.925,,,
,,,,,,,,,608,229.8412,226.755,,,
,,,,,,,,,609,220.784,219.85,,,
,,,,,,,,,610,245.8958,243.72,,,
,,,,,,,,,611,246.2278,231.795,,,
,,,,,,,,,612,222.9552,223.7,,,
,,,,,,,,,613,233.0226,223.7,,,
,,,,,,,,,614,263.7592,250.31,,,
,,,,,,,,,615,237.7376,226.755,,,
,,,,,,,,,616,233.5802,236.72,,,
,,,,,,,,,617,244.016,242.825,,,
,,,,,,,,,618,233.17,242.825,,,
,,,,,,,,,619,239.0262,248.965,,,
,,,,,,,,,620,258.3418,256.15,,,
,,,,,,,,,621,258.4072,249.86,,,
,,,,,,,,,622,238.6574,243.27,,,
,,,,,,,,,623,256.5714,257.17,,,
,,,,,,,,,624,254.4256,250.07,,,
,,,,,,,,,625,234.529,243.27,,,
,,,,,,,,,626,240.643,236.925,,,
,,,,,,,,,627,245.8252,250.73,,,
,,,,,,,,,628,254.8008,250.31,,,
,,,,,,,,,629,244.9438,226.755,,,
,,,,,,,,,630,237.1356,249.86,,,
,,,,,,,,,631,233.5846,228.075,,,
,,,,,,,,,632,230.8992,219.56,,,
,,,,,,,,,633,239.3524,219.85,,,
,,,,,,,,,634,241.7378,226.87,,,
,,,,,,,,,635,223.2428,229.28,,,
,,,,,,,,,636,254.6312,250.52,,,
,,,,,,,,,637,248.1668,233,,,
,,,,,,,,,638,239.3298,233,,,
,,,,,,,,,639,252.8202,262.695,,,
,,,,,,,,,640,241.8848,248.52,,,
,,,,,,,,,641,249.6344,248.965,,,
,,,,,,,,,642,241.8822,228.075,,,
,,,,,,,,,643,259.244,249.41,,,
,,,,,,,,,644,240.4312,231.795,,,
,,,,,,,,,645,236.7374,227.96,,,
,,,,,,,,,646,233.6716,217.32,,,
,,,,,,,,,647,230.4714,222.905,,,
,,,,,,,,,648,235.1494,231.795,,,
,,,,,,,,,649,230.9298,236.72,,,
,,,,,,,,,650,255.7716,256.15,,,
,,,,,,,,,651,239.586,237.13,,,
,,,,,,,,,652,238.0136,249.86,,,
,,,,,,,,,653,241.7472,250.31,,,
,,,,,,,,,654,239.9574,229.28,,,
,,,,,,,,,655,252.031,249.41,,,
,,,,,,,,,656,242.681,249.41,,,
,,,,,,,,,657,225.0204,233,,,
,,,,,,,,,658,240.3728,229.28,,,
,,,,,,,,,659,224.1816,219.56,,,
,,,,,,,,,660,252.6054,250.52,,,
,,,,,,,,,661,239.2872,227.96,,,
,,,,,,,,,662,239.1742,228.075,,,
,,,,,,,,,663,247.1774,224.11,,,
,,,,,,,,,664,246.9716,233.205,,,
,,,,,,,,,665,257.2488,250.31,,,
,,,,,,,,,666,233.3328,226.87,,,
,,,,,,,,,667,242.3196,243.27,,,
,,,,,,,,,668,238.5594,229.28,,,
,,,,,,,,,669,223.8398,227.96,,,
,,,,,,,,,670,244.7336,248.965,,,
,,,,,,,,,671,249.1952,233,,,
,,,,,,,,,672,227.0414,220.76,,,
,,,,,,,,,673,242.5006,243.72,,,
,,,,,,,,,674,227.2558,229.28,,,
,,,,,,,,,675,254.9142,253.44,,,
,,,,,,,,,676,229.5154,236.72,,,
,,,,,,,,,677,229.8994,249.86,,,
,,,,,,,,,678,240.1158,236.925,,,
,,,,,,,,,679,256.3444,257.17,,,
,,,,,,,,,680,238.5738,236.72,,,
,,,,,,,,,681,241.555,249.625,,,
,,,,,,,,,682,238.7856,236.72,,,
,,,,,,,,,683,243.9794,233,,,
,,,,,,,,,684,232.4256,233,,,
,,,,,,,,,685,242.8772,236.925,,,
,,,,,,,,,686,233.951,232,,,
,,,,,,,,,687,241.1846,242.825,,,
,,,,,,,,,688,226.7786,226.64,,,
,,,,,,,,,689,251.9578,250.31,,,
,,,,,,,,,690,240.1938,226.87,,,
,,,,,,,,,691,249.1146,236.925,,,
,,,,,,,,,692,258.03,256.15,,,
,,,,,,,,,693,241.1826,226.87,,,
,,,,,,,,,694,241.466,242.825,,,
,,,,,,,,,695,239.8046,233.205,,,
,,,,,,,,,696,226.23,223.815,,,
,,,,,,,,,697,248.8698,223.7,,,
,,,,,,,,,698,251.109,226.87,,,
,,,,,,,,,699,244.3622,236.72,,,
,,,,,,,,,700,234.4284,228.075,,,
,,,,,,,,,701,223.2676,216.28,,,
,,,,,,,,,702,255.0892,253.23,,,
,,,,,,,,,703,258.3428,256.15,,,
,,,,,,,,,704,249.167,250.52,,,
,,,,,,,,,705,240.3062,248.965,,,
,,,,,,,,,706,242.747,250.07,,,
,,,,,,,,,707,247.2688,248.965,,,
,,,,,,,,,708,236.0428,242.825,,,
,,,,,,,,,709,250.1374,242.825,,,
,,,,,,,,,710,219.532,218.36,,,
,,,,,,,,,711,236.6762,236.72,,,
,,,,,,,,,712,244.237,233.205,,,
,,,,,,,,,713,261.1988,262.695,,,
,,,,,,,,,714,239.6578,233.205,,,
,,,,,,,,,715,262.9444,254.46,,,
,,,,,,,,,716,232.0466,223.7,,,
,,,,,,,,,717,244.1558,231.795,,,
,,,,,,,,,718,265.2288,253.44,,,
,,,,,,,,,719,225.4544,219.56,,,
,,,,,,,,,720,247.8816,242.62,,,
,,,,,,,,,721,241.2088,257.17,,,
,,,,,,,,,722,236.0736,228.075,,,
,,,,,,,,,723,249.947,242.825,,,
,,,,,,,,,724,242.456,231.795,,,
,,,,,,,,,725,231.0762,225.02,,,
,,,,,,,,,726,238.3998,231.68,,,
,,,,,,,,,727,233.6104,228.075,,,
,,,,,,,,,728,248.9698,242.825,,,
,,,,,,,,,729,248.3974,249.41,,,
,,,,,,,,,730,248.4318,248.965,,,
,,,,,,,,,731,222.479,218.94,,,
,,,,,,,,,732,244.7216,256.15,,,
,,,,,,,,,733,247.7728,257.17,,,
,,,,,,,,,734,242.2398,236.925,,,
,,,,,,,,,735,249.3276,249.415,,,
,,,,,,,,,736,241.221,236.925,,,
,,,,,,,,,737,240.996,233,,,
,,,,,,,,,738,239.1942,243.93,,,
,,,,,,,,,739,253.0518,236.925,,,
,,,,,,,,,740,247.4138,233,,,
,,,,,,,,,741,252.5438,249.41,,,
,,,,,,,,,742,252.4098,258.965,,,
,,,,,,,,,743,250.824,250.52,,,
,,,,,,,,,744,238.1094,228.075,,,
,,,,,,,,,745,244.6502,249.86,,,
,,,,,,,,,746,235.5074,248.965,,,
,,,,,,,,,747,231.0408,226.64,,,
,,,,,,,,,748,239.6396,231.795,,,
,,,,,,,,,749,231.8676,223.7,,,
,,,,,,,,,750,243.6606,243.065,,,
,,,,,,,,,751,239.0656,237.13,,,
,,,,,,,,,752,256.318,267.2,,,
,,,,,,,,,753,231.7268,223.7,,,
,,,,,,,,,754,254.4394,250.73,,,
,,,,,,,,,755,225.0628,223.7,,,
,,,,,,,,,756,226.7474,227.96,,,
,,,,,,,,,757,255.5464,233.205,,,
,,,,,,,,,758,246.4132,242.825,,,
,,,,,,,,,759,252.0794,256.15,,,
,,,,,,,,,760,230.561,228.075,,,
,,,,,,,,,761,254.7256,250.52,,,
,,,,,,,,,762,259.084,258.965,,,
,,,,,,,,,763,247.5128,237.13,,,
,,,,,,,,,764,234.2996,223.7,,,
,,,,,,,,,765,244.9238,248.52,,,
,,,,,,,,,766,251.5596,256.15,,,
,,,,,,,,,767,223.0562,222.79,,,
,,,,,,,,,768,243.616,236.925,,,
,,,,,,,,,769,237.307,233,,,
,,,,,,,,,770,243.4296,246.435,,,
,,,,,,,,,771,258.9186,252.78,,,
,,,,,,,,,772,247.3048,249.415,,,
,,,,,,,,,773,233.9852,238.025,,,
,,,,,,,,,774,234.7762,226.64,,,
,,,,,,,,,775,242.4044,249.41,,,
,,,,,,,,,776,240.3514,236.925,,,
,,,,,,,,,777,247.862,233,,,
,,,,,,,,,778,223.2396,222.905,,,
,,,,,,,,,779,249.8856,250.31,,,
,,,,,,,,,780,269.3636,272.42,,,
,,,,,,,,,781,263.3378,257.17,,,
,,,,,,,,,782,242.4716,249.86,,,
,,,,,,,,,783,232.451,221.46,,,
,,,,,,,,,784,241.4598,229.28,,,
,,,,,,,,,785,245.0278,237.13,,,
,,,,,,,,,786,246.993,236.72,,,
,,,,,,,,,787,260.3544,256.15,,,
,,,,,,,,,788,238.9226,220.76,,,
,,,,,,,,,789,253.698,248.965,,,
,,,,,,,,,790,213.863,215.835,,,
,,,,,,,,,791,254.0646,250.73,,,
,,,,,,,,,792,228.6824,228.075,,,
,,,,,,,,,793,233.5556,236.925,,,
,,,,,,,,,794,231.714,242.825,,,
,,,,,,,,,795,243.4686,248.52,,,
,,,,,,,,,796,243.8044,249.41,,,
,,,,,,,,,797,232.9424,233,,,
,,,,,,,,,798,233.8156,236.925,,,
,,,,,,,,,799,243.5978,249.86,,,
,,,,,,,,,800,245.9934,233,,,
,,,,,,,,,801,238.8564,226.755,,,
,,,,,,,,,802,253.4398,249.86,,,
,,,,,,,,,803,261.1874,256.15,,,
,,,,,,,,,804,231.321,229.28,,,
,,,,,,,,,805,230.523,232,,,
,,,,,,,,,806,246.7236,231.885,,,
,,,,,,,,,807,238.677,226.755,,,
,,,,,,,,,808,244.8578,242.825,,,
,,,,,,,,,809,244.7606,249.86,,,
,,,,,,,,,810,243.9088,228.075,,,
,,,,,,,,,811,262.9976,257.17,,,
,,,,,,,,,812,252.4554,249.41,,,
,,,,,,,,,813,225.4912,218.52,,,
,,,,,,,,,814,248.0994,249.86,,,
,,,,,,,,,815,242.7612,249.625,,,
,,,,,,,,,816,257.4608,254.46,,,
,,,,,,,,,817,239.2228,224.11,,,
,,,,,,,,,818,231.9268,223.7,,,
,,,,,,,,,819,234.2196,220.76,,,
,,,,,,,,,820,249.711,242.825,,,
,,,,,,,,,821,233.773,226.87,,,
,,,,,,,,,822,239.478,226.755,,,
,,,,,,,,,823,242.7642,249.41,,,
,,,,,,,,,824,229.3336,226.87,,,
,,,,,,,,,825,247.2332,242.825,,,
,,,,,,,,,826,249.8918,243.27,,,
,,,,,,,,,827,247.8404,243.27,,,
,,,,,,,,,828,252.561,250.73,,,
,,,,,,,,,829,248.2356,248.52,,,
,,,,,,,,,830,248.4124,236.925,,,
,,,,,,,,,831,235.5842,226.755,,,
,,,,,,,,,832,229.3778,228.075,,,
,,,,,,,,,833,231.4092,229.28,,,
,,,,,,,,,834,225.1786,218.075,,,
,,,,,,,,,835,243.5196,236.925,,,
,,,,,,,,,836,244.9434,249.41,,,
,,,,,,,,,837,232.1258,223.7,,,
,,,,,,,,,838,253.8334,250.52,,,
,,,,,,,,,839,241.5002,228.075,,,
,,,,,,,,,840,238.8826,242.825,,,
,,,,,,,,,841,256.773,249.41,,,
,,,,,,,,,842,250.2652,249.86,,,
,,,,,,,,,843,239.6606,218.65,,,
,,,,,,,,,844,232.1524,233.205,,,
,,,,,,,,,845,258.8678,250.31,,,
,,,,,,,,,846,255.3314,250.73,,,
,,,,,,,,,847,210.208,210.53,,,
,,,,,,,,,848,252.8282,249.86,,,
,,,,,,,,,849,232.6862,233,,,
,,,,,,,,,850,234.7356,237.13,,,
,,,,,,,,,851,252.0546,256.15,,,
,,,,,,,,,852,235.6862,231.795,,,
,,,,,,,,,853,239.5034,250.31,,,
,,,,,,,,,854,242.8156,243.065,,,
,,,,,,,,,855,255.7426,249.86,,,
,,,,,,,,,856,233.7508,223.7,,,
,,,,,,,,,857,240.4948,233,,,
,,,,,,,,,858,254.3628,257.17,,,
,,,,,,,,,859,247.3916,236.72,,,
,,,,,,,,,860,248.069,226.755,,,
,,,,,,,,,861,236.204,231.885,,,
,,,,,,,,,862,257.2568,262.695,,,
,,,,,,,,,863,244.7754,248.965,,,
,,,,,,,,,864,256.3616,250.31,,,
,,,,,,,,,865,240.8632,242.825,,,
,,,,,,,,,866,254.0882,249.86,,,
,,,,,,,,,867,248.0018,236.72,,,
,,,,,,,,,868,245.7472,236.925,,,
,,,,,,,,,869,237.0304,242.825,,,
,,,,,,,,,870,243.7108,237.13,,,
,,,,,,,,,871,257.281,249.86,,,
,,,,,,,,,872,232.6738,223.7,,,
,,,,,,,,,873,248.06,254.25,,,
,,,,,,,,,874,257.396,250.73,,,
,,,,,,,,,875,238.2514,228.075,,,
,,,,,,,,,876,244.1642,236.72,,,
,,,,,,,,,877,243.4826,242.825,,,
,,,,,,,,,878,230.2396,229.28,,,
,,,,,,,,,879,241.053,231.795,,,
,,,,,,,,,880,239.816,229.28,,,
,,,,,,,,,881,245.1864,243.065,,,
,,,,,,,,,882,251.044,237.13,,,
,,,,,,,,,883,227.6542,222.79,,,
,,,,,,,,,884,236.6734,226.87,,,
,,,,,,,,,885,244.2618,248.965,,,
,,,,,,,,,886,249.7764,248.965,,,
,,,,,,,,,887,225.4174,200.645,,,
,,,,,,,,,888,241.0994,248.965,,,
,,,,,,,,,889,252.932,250.52,,,
,,,,,,,,,890,212.97,220.76,,,
,,,,,,,,,891,252.4428,250.07,,,
,,,,,,,,,892,235.6722,226.87,,,
,,,,,,,,,893,261.5904,250.07,,,
,,,,,,,,,894,239.9436,228.075,,,
,,,,,,,,,895,244.094,248.52,,,
,,,,,,,,,896,229.3204,228.075,,,
,,,,,,,,,897,235.1796,229.28,,,
,,,,,,,,,898,249.5766,253.44,,,
,,,,,,,,,899,244.7104,236.925,,,
,,,,,,,,,900,251.4876,242.825,,,
,,,,,,,,,901,236.7154,228.075,,,
,,,,,,,,,902,252.9196,250.07,,,
,,,,,,,,,903,232.0894,220.76,,,
,,,,,,,,,904,248.978,248.52,,,
,,,,,,,,,905,267.8258,277.64,,,
,,,,,,,,,906,249.6534,233,,,
,,,,,,,,,907,253.7798,253.44,,,
,,,,,,,,,908,229.2144,233,,,
,,,,,,,,,909,238.3966,226.64,,,
,,,,,,,,,910,246.0924,236.72,,,
,,,,,,,,,911,231.7504,218.94,,,
,,,,,,,,,912,240.6092,226.755,,,
,,,,,,,,,913,231.0976,231.795,,,
,,,,,,,,,914,256.3918,250.31,,,
,,,,,,,,,915,238.2252,238.9,,,
,,,,,,,,,916,238.9692,236.925,,,
,,,,,,,,,917,231.5624,227.96,,,
,,,,,,,,,918,223.8164,229.28,,,
,,,,,,,,,919,233.2672,218.65,,,
,,,,,,,,,920,249.9006,250.73,,,
,,,,,,,,,921,230.9666,220.76,,,
,,,,,,,,,922,235.457,223.815,,,
,,,,,,,,,923,241.6018,223.7,,,
,,,,,,,,,924,227.7226,229.28,,,
,,,,,,,,,925,261.5584,272.195,,,
,,,,,,,,,926,255.8044,248.965,,,
,,,,,,,,,927,247.5642,236.72,,,
,,,,,,,,,928,249.0076,249.86,,,
,,,,,,,,,929,235.0938,228.075,,,
,,,,,,,,,930,248.7556,248.965,,,
,,,,,,,,,931,231.6164,220.76,,,
,,,,,,,,,932,253.4082,253.44,,,
,,,,,,,,,933,247.866,249.41,,,
,,,,,,,,,934,231.3704,223.815,,,
,,,,,,,,,935,230.6528,229.28,,,
,,,,,,,,,936,253.2538,238.59,,,
,,,,,,,,,937,240.8912,233,,,
,,,,,,,,,938,250.2922,250.31,,,
,,,,,,,,,939,234.6108,231.795,,,
,,,,,,,,,940,252.7106,249.86,,,
,,,,,,,,,941,261.5274,250.31,,,
,,,,,,,,,942,250.4428,257.86,,,
,,,,,,,,,943,241.684,249.625,,,
,,,,,,,,,944,238.4324,226.64,,,
,,,,,,,,,945,242.3094,222.905,,,
,,,,,,,,,946,238.0844,232,,,
,,,,,,,,,947,240.8262,248.52,,,
,,,,,,,,,948,230.9028,223.815,,,
,,,,,,,,,949,234.849,226.87,,,
,,,,,,,,,950,252.7674,243.27,,,
,,,,,,,,,951,232.035,229.28,,,
,,,,,,,,,952,248.641,250.31,,,
,,,,,,,,,953,255.798,257.17,,,
,,,,,,,,,954,256.8948,249.86,,,
,,,,,,,,,955,236.1788,226.755,,,
,,,,,,,,,956,242.8714,233,,,
,,,,,,,,,957,232.1222,222.79,,,
,,,,,,,,,958,242.6768,226.87,,,
,,,,,,,,,959,246.2216,249.86,,,
,,,,,,,,,960,239.7494,223.815,,,
,,,,,,,,,961,229.0956,233.205,,,
,,,,,,,,,962,232.0518,223.7,,,
,,,,,,,,,963,264.4328,248.52,,,
,,,,,,,,,964,243.271,243.27,,,
,,,,,,,,,965,237.8268,222.905,,,
,,,,,,,,,966,259.7346,257.17,,,
,,,,,,,,,967,248.8988,254.46,,,
,,,,,,,,,968,242.56,226.755,,,
,,,,,,,,,969,252.4748,242.62,,,
,,,,,,,,,970,255.636,250.52,,,
,,,,,,,,,971,239.067,236.72,,,
,,,,,,,,,972,231.0912,219.85,,,
,,,,,,,,,973,252.524,248.965,,,
,,,,,,,,,974,235.4636,222.5,,,
,,,,,,,,,975,222.1902,223.7,,,
,,,,,,,,,976,248.41,231.795,,,
,,,,,,,,,977,237.7356,226.755,,,
,,,,,,,,,978,252.84,250.52,,,
,,,,,,,,,979,250.8138,248.52,,,
,,,,,,,,,980,234.985,226.64,,,
,,,,,,,,,981,226.3676,215.835,,,
,,,,,,,,,982,250.3858,249.86,,,
,,,,,,,,,983,252.4456,243.27,,,
,,,,,,,,,984,234.6938,226.755,,,
,,,,,,,,,985,258.5246,258.19,,,
,,,,,,,,,986,261.2904,267.2,,,
,,,,,,,,,987,254.7774,272.195,,,
,,,,,,,,,988,253.8702,226.64,,,
,,,,,,,,,989,233.044,233,,,
,,,,,,,,,990,251.869,256.15,,,
,,,,,,,,,991,244.194,237.13,,,
,,,,,,,,,992,242.9124,227.83,,,
,,,,,,,,,993,251.8752,249.41,,,
,,,,,,,,,994,240.2506,238.9,,,
,,,,,,,,,995,251.7234,249.86,,,
,,,,,,,,,996,249.487,226.87,,,
,,,,,,,,,997,245.2464,250.73,,,
,,,,,,,,,998,244.5016,237.13,,,
,,,,,,,,,999,243.9172,236.925,,,
,,,,,,,,,1000,245.8632,237.13,,,
,,,,,,,,,1001,238.2734,223.7,,,
